0.337076	0.338082
0.13709	-0.049186
0.360948	-0.452218
-1.094106	0.005364
0.068715	-0.239596
0.452805	-0.259736
0.585202	0.010563
-0.534626	0.314825
-0.436484	-0.110555
0.551303	0.697282
-0.238421	-0.018782
0.538471	-0.029212
0.119319	-0.210589
0.617711	-0.072923
-0.632585	-0.438726
0.160921	-0.234972
0.430892	0.538069
0.72086	0.086724
0.12285	0.598651
-0.063433	0.069256
0.384638	-0.279322
0.309546	0.273784
0.219537	0.338649
0.368641	-0.233904
-0.194713	0.448944
-0.350427	-0.122001
0.184596	0.085287
0.329313	0.608403
1.125065	0.198668
0.262948	-0.460099
-0.159995	0.23944
-0.422724	0.034495
0.396397	0.142819
0.484579	-0.432381
0.097949	0.187808
-0.217875	-0.278385
-0.880329	0.103176
0.185253	-0.37394
0.941967	-0.303711
0.040336	-0.823354
-0.406421	0.638258
-0.546528	-0.089411
0.328756	-0.125304
0.270447	-0.213208
0.005018	-0.497314
0.379382	0.340299
-0.160494	0.141633
0.874928	-0.987374
-0.106608	0.42997
0.307857	0.21003
2.849928	3.160048
3.132949	3.284539
2.573494	3.448498
3.006256	2.775064
2.274966	3.423693
2.713184	3.441354
2.766799	2.626735
3.362456	3.209393
3.264974	2.698194
2.863819	2.938442
3.075762	3.642215
3.423221	3.219306
3.1889	3.176468
2.62252	2.250485
2.454651	3.342773
3.183694	3.053374
2.507571	2.956048
3.286456	2.721571
3.145792	2.755182
2.797838	2.455606
3.38138	2.485787
2.732722	2.612166
2.850695	3.037244
3.683416	3.071858
2.958649	3.520391
3.484838	2.934281
2.967591	2.912903
2.898726	2.42266
3.221739	3.093817
2.637455	3.001243
3.172077	3.444587
3.215616	3.464193
3.358153	3.342172
3.293328	3.122988
2.69243	3.276823
2.92768	2.693383
2.260398	3.298121
2.696032	2.710453
2.413046	3.953036
2.327108	2.567992
3.166468	2.779436
3.11397	2.883225
2.445056	3.255294
2.508716	2.875301
3.012708	2.658431
2.881406	2.906999
2.573813	3.953674
3.361544	2.799837
3.743284	2.99395
2.717187	2.369004
6.078053	6.068634
5.625243	6.378299
5.981252	5.876737
5.901841	6.259161
5.533188	5.988606
5.897781	6.067292
5.68847	6.097581
6.03915	6.290462
5.876824	5.831568
5.939188	5.548448
5.869087	5.880148
5.974155	6.808464
6.357249	6.048184
5.626852	6.350689
6.456064	5.609576
5.090297	5.676918
5.51572	6.735229
5.71995	6.115295
6.657817	5.489661
5.720302	6.206912
5.883528	6.371589
6.15184	6.412855
5.938168	6.490881
5.577604	5.536556
5.957022	6.259685
6.304661	6.161128
6.260458	6.381004
5.931277	6.423314
6.12403	5.581019
6.222766	6.371735
5.591837	6.125484
5.879595	5.747321
5.355537	6.507844
5.885199	6.270638
5.957965	5.469426
5.964108	6.600481
6.52367	5.969265
5.923852	5.788717
4.961981	5.70631
5.940152	6.174696
5.824365	6.439177
6.111552	5.640544
5.899777	5.964027
5.973728	5.811484
5.949811	5.472018
5.90542	5.937057
5.573974	5.419474
5.547095	6.004461
5.525664	5.533617
5.884673	5.371758
9.26561	9.266002
8.390238	9.063645
8.509066	9.705685
9.239853	8.674755
9.273814	9.003783
9.39261	9.299579
9.057897	8.364761
8.826312	9.198302
8.915545	9.513102
8.887318	9.409523
8.311998	9.130888
9.159472	9.147989
8.618235	9.079786
9.012229	9.609306
8.286602	8.931925
9.149043	8.746069
8.896218	8.565274
9.321185	8.806401
8.993838	9.446374
8.565435	9.108976
8.786121	9.068727
8.893866	9.14956
8.851317	8.483175
9.340858	9.347759
8.93724	9.349793
8.882319	9.37983
8.796438	8.536451
9.254203	8.777174
8.871683	9.183671
9.171832	9.136531
8.429327	8.922169
9.369052	9.144393
9.128968	8.7077
8.693217	9.311996
9.219794	8.902367
9.451373	8.808754
9.73964	9.275567
9.367847	8.862599
9.490386	9.094848
9.585158	8.88857
8.435176	8.820529
8.382828	9.026198
8.910063	9.474282
9.165433	8.908804
8.968589	9.045691
8.182002	9.035615
8.983106	8.887812
8.257449	9.555453
8.718772	9.054226
8.889199	7.987706
